nicu,name,addr,city_state_zip,level,beds,type,contact
1225,Tisch Hospital,550 1st Avenue,"New York, NY 10016",IV,54,Academic Program,"Sean Bailey, MD"
1226,Titus Regional Medical Center,2001 N Jefferson Ave,"Mt Pleasant, TX 75455",II,3,,
1227,Toledo Children’s Hospital,2142 N Cove Blvd,"Toledo, OH 43606",III,72,Private Practice,"Howard Stein, MD"
1228,Tomball Regional Medical Center,605 Holderrieth Blvd,"Tomball, TX 77375",III,26,Private Practice,"Rebecca Ballard, MD"
1229,Torrance Memorial Medical Center,3330 Lomita Blvd,"Torrance, CA 90505",III,25,Private Practice,"Jerry Schwartz, MD"
1230,Touro Infirmary Hospital,1401 Foucher St,"New Orleans, LA 70115",III,24,Academic Program,"Staci Olister, MD"
1231,Tradition Hospital,10000 SW Innovation Way,"Port St. Lucie, FL 34987",II,6,,
1232,Tri-City Medical Center,4002 Vista Way,"Oceanside, CA 92056",III,29,Private Practice,"Hamid Movahhedian, MD"
1233,Trinity Health,1 W Burdick Expy,"Minot, ND 58701",III,10,Hospital Employed,"Thomas Carver, DO"
1234,Trinity Hospital of Augusta,2260 Wrightsboro Road,"Augusta, GA 30904",II,,,
1235,Tripler Army Medical Center,1 Jarrett White Rd.,"Honolulu, HI 96859",III,22,,"Steven Acevedo, MD"
1236,Tristar Centennial Hospital,2220 Patterson Street,"Nashville, TN 37203",III,60,Private Practice,"Muhammed Ismail, MD"
1237,Tristar Stonecrest Medical Center,200 StoneCrest Boulevard,"Smyrna, TN 37167",II,8,Private Practice,"Ashraf Hamden, MD"
1238,Truman Medical Center – Hospital Hill,2301 Holmes St,"Kansas City, MO 64108",III,19,Academic Program,
1239,Truman Medical Center – Lakewood,2301 Holmes St,"Kansas City, MO 64108",II,5,Academic Program,
1240,Tuba City Regional Medical Center,167 Main St,"Tuba City, AZ 86045",II,2,,"Stephen Holve, MD"
1241,Tufts Medical Center,800 Washington St,"Boston, MA 02111",III,40,Academic Program,"Rodica Turcu, MD"
1242,Tulane Lakeside Hospital,4700 S I-10 Service Rd W,"Metairie, LA 70001",III,28,Academic Program,"Jay Goldsmith, MD"
1243,Tuscon Medical Center,5301 E Grant Rd,"Tucson, AZ 85712",III,42,Private Practice,"Moira Richards, MD"
1244,UAB Medical West,995 9th Ave SW,"Bessemer, AL 35022",II,4,Private Practice,"Ginny Karle, MD"
1245,UC  Health Longs Peak,1750 E Ken Pratt Blvd,"Longmont, CO 80504",II,,Academic Program,"Jason Wright, MD"
1246,UC Davis Children’s Hospital,2315 Stockton Blvd,"Sacramento, CA 95817, USA",IV,49,Academic Program,"Mark Underwood, MD"
1247,UC Health Greeley Hospital,6767 W. 29th Street,"Greeley, CO 80634",II,3,Academic Program,"Jason Wright, MD"
1248,UC Health Highlands Ranch Hospital,1500 Park Central Dr,"Highlands Ranch, CO 80129",III,6,Academic Program,"Lauren Beard, MD"
1249,UC Health Memorial Hospital,1400 E Boulder St,"Colorado Springs, CO 80909",III,64,Private Practice,
1250,UC Health Poudre Valley Health System,1024 S Lemay Ave,"Fort Collins, CO 80524",III,32,Academic Program,"Dan Satterwhite, MD"
1251,UC Irvine Medical Center,101 The City Dr S,"Orange, CA 92868",IV,45,Academic Program,"Cherry Uy, MD"
1252,UC San Diego Jacobs Medical Center,9300 Campus Point Dr.,"La Jolla, CA 92037",III,52,Academic Program,"Erika Fernandez, MD"
1253,UCLA Medical Center,757 Westwood Plaza,"Los Angeles, CA 90095",III,22,Academic Program,"Meena Garg, MD"
1254,UCLA Medical Center – Olive View,14445 Olive View Dr,"Sylmar, CA 91342",III,24,,
1255,UCLA Medical Center – Santa Monica,1225 15th St,"Santa Monica, CA 90404",III,16,Academic Program,
1256,UConn Health,263 Farmington Ave,"Farmington, CT 06030",III,30,Academic Program,"David Sink, MD"
1257,UCSF Children’s Hospital – Oakland,747 52nd St,"Oakland, CA 94609",IV,44,Academic Program,"Priscilla Joe, MD"
1258,UCSF Children’s Hospital – San Francisco,1975 4th St,"San Francisco, CA 94158",IV,50,Academic Program,"Yao Sun, MD"
1259,UF Health Jacksonville,655 West 8th Street,"Jacksonville, FL 32209",III,43,Academic Program,"Josef Cortez, M.D"
1260,UF Health Shands Children’s Hospital,1600 SW Archer Rd,"Gainesville, FL 32608",IV,72,Academic Program,"David Burchfield, MD"
1261,UHS Wilson Medical Center,33-57 Harrison Street,"Johnson City, NY 13790",III,14,Private Practice,"Paula Ferrell, MD"
1262,Uintah Basin Medical Center,250 W 300 North,"Roosevelt, UT 84066",II,12,,
1263,UMass Memorial,55 Lake Avenue North,"Worcester, MA 01655",III,49,Academic Program,"Lawrence Rhein, MD"
1264,UMB Washington Medical Center,"301 Hospital Dr,","Glen Burnie, MD 21061",II,,,
1265,UNC Children’s,101 Manning Dr,"Chapel Hill, NC 27514",IV,58,Academic Program,"Karen S. Wood, MD"
1266,UNC Rex,4420 Lake Boone Trail,"Raleigh, NC 27607",IV,21,,"Marie Thigpen, MD"
1267,Union Hospital,1606 N 7th St,"Terre Haute, IN 47804",III,15,Private Practice,"Ahmad El Samra, MD"
1268,Union Hospital,"106 Bow St,","Elkton, MD 21921",III,15,,
1269,United Regional Health Care,1600 11th St,"Wichita Falls, TX 76310",II,,,
1270,Unity Point – Meriter Hospital,202 S Park St,"Madison, WI 53715",III,42,Academic Program,"Jamie Limjoco, MD"
1271,Unity Point Health – Trinity,500 John Deere Rd,"Moline, IL 61265",II,,Employed Group,"Sarah Lentz-Kapua, MD"
1272,UnityPoint – St. Luke’s Sioux City,2720 Stone Park Blvd,"Sioux City, IA 51104",III,20,Employed Group,
1273,UnityPoint Health – Finley Hospital,350 N Grandview Ave,"Dubuque, IA 52001",II,,,
1274,UnityPoint Health – Methodist West Hospital,1660 60th St,"West Des Moines, IA 50266",II,,Employed Group,"Samir Alabsi, MD"
1275,UnityPoint Health ‐ Methodist,221 NE Glen Oak Ave,"Peoria, IL 61636",II,9,Private Practice,"Ramzi Kilani, MD"
1276,UnityPoint Health- Allen Hospital,1825 Logan Ave,"Waterloo, IA 50703",II,7,Hospital Employed,
1277,UnityPoint Trinity,4500 Utica Ridge Rd,"Bettendorf, IA 52722",II,,Private Practice,
1278,University Hospital San Antonio,4502 Medical Drive,"San Antonio, TX 78229",IV,62,Academic Program,"Steven Seidner, MD"
1279,University Hospitals Rainbow Babies and Children’s Hospital,11100 Euclid Ave,"Cleveland, OH 44106",IV,82,Academic Program,"Moira Crowley, MD"
1280,University Medical Center,602 Indiana Ave,"Lubbock, TX 79415",IV,41,Private Practice,"Melissa Piepkorn, MD"
1281,University of Alabama Hospital,1700 6th Ave S,"Birmingham, AL 35233",IV,120,Academic Program,"Lindy Winter, MD"
1282,University of Arkansas Medical Services (UAMS),4301 W Markham St,"Little Rock, AR 72205",III,64,Academic Program,"Sara Peeples, MD"
1283,University of Chicago – Comer Children’s,5721 S Maryland Ave,"Chicago, IL 60637, USA",III,47,Academic Program,"Jaideep Singh, MD"
1284,University of Cincinnati Medical Center,234 Goodman St,"Cincinnati, OH 45219",III,50,Academic Program,"Vivek Narendran, MD"
1285,University of Colorado Hospital,12605 E 16th Ave,"Aurora, CO 80045",III,50,Academic Program,"James Barry, MD"
1286,University of Illinois Hospital,1740 W Taylor St,"Chicago, IL 60612",III,52,Academic Program,"De-Ann Pillers, MD"
1287,University of Iowa Children’s Hospital,200 Hawkins Dr,"Iowa City, IA 52242, USA",IV,49,Academic Program,"Patrick McNamara, MD"
1288,University of Kansas Hospital,4000 Cambridge St,"Kansas City, KS 66160",III,40,Academic Program,
1289,University of Kansas St. Francis Campus,1700 SW 7th St,"Topeka, KS 66606",II,,Private Practice,
1290,University of Kentucky Children’s Hospital,800 Rose Street,"Lexington, KY 40536, USA",IV,70,Academic Program,"Peter J. Giannone, MD"
1291,University of Louisville Hospital,530 S Jackson Street,"Louisville, KY 40202",III,28,Academic Program,"Dan Stewart, MD"
1292,University of Maryland Medical Center,"22 S Greene St,","Baltimore, MD 21201",III,52,Academic Program,"Dina El-Metwally, MD"
1293,University of Maryland Prince George’s Hospital Center,"3001 Hospital Dr,","Cheverly, MD 20785",III,15,Academic Program,"Dina El-Metwally, MD"
1294,University of Maryland St. Joseph Medical Center,"7601 Osler Dr,","Towson, MD 21204",III,20,Network Medical Group,"Michael Langbaum, MD"
1295,University of Maryland Upper Chesapeake Medical Center,"500 Upper Chesapeake Dr,","Bel Air, MD 21014",II,,Academic Program,
1296,University of Michigan Hospital,1540 E Hospital Dr,"Ann Arbor, MI 48109",IV,52,Academic Program,"Robert Schumacher, MD"
1297,University of Minnesota Masonic Children’s Hospital,2450 Riverside Ave,"Minneapolis, MN 55454",IV,62,Academic Program,"Erin Osterholm, MD"
1298,University of Nebraska Medical Center,4345 Dewey Ave.,"Omaha, NE 68198",IV,38,Academic Program,"Ann Anderson Berry, MD"
1299,University of New Mexico Children’s Hospital,2211 Lomas Blvd NE,"Albuquerque, NM 87131, USA",IV,52,Academic Program,"Sanjiv Amin, MD"
1300,University of Tennessee Medical Center,1924 Alcoa Highway,"Knoxville, Tennessee, 37920",III,67,Private Practice,"Mark Gaylord, MD"
1301,University of Texas Medical Branch,301 University Blvd,"Galveston, TX 77555",IV,43,Academic Program,"Karen Shattuck, MD"
1302,University of Utah Hospital,50 North Medical Drive,"Salt Lake City, UT 84132, USA",III,55,Academic Program,"Mariana Baserga, MD"
1303,University of Vermont Children’s Hospital,111 Colchester Ave,"Burlington, VT 05401",III,29,Academic Program,"Charles Mercier, MD"
1304,University of Virginia Medical Center,1215 Lee St,"Charlottesville, VA 22908",IV,51,Academic Program,"Jonathan Swanson, MD"
1305,UPHS Marquette,850 W Baraga Ave,"Marquette, MI 49855",III,10,Employed Group,
1306,UPMC Children’s Hospital of Pittsburgh,4401 Penn Ave,"Pittsburgh, PA 15224",IV,55,Academic Program,"Melissa Riley, MD (Interim)"
1307,UPMC Hamot,201 State St,"Erie, PA 16550",III,24,Academic Program,"Michael Balsan, MD"
1308,UPMC Magee-Womens Hospital,300 Halket St,"Pittsburgh, PA 15213",III,77,Academic Program,"Jennifer L. Kloesz, MD"
1309,UPMC Mercy,1400 Locust St,"Pittsburgh, PA 15219",III,13,Academic Program,"Carol Gilmour, MD"
1310,UPMC Northwest,"100 Fairfield Dr,","Seneca, PA 16346",II,3,,
1311,UPMC Pinnacle Harrisburg,111 South Front Street,"Harrisburg, PA 17101",III,42,Private Practice,
1312,UPMC Pinnacle Lititz,1500 Highlands Drive,"Lititz, PA 17543",III,9,Private Practice,
1313,UPMC Pinnacle Memorial,"1701 Innovation Dr,","York, PA 17408",II,4,Private Practice,
1314,USA Children’s & Women’s Hospital,1700 Center Street,"Mobile, AL 36604",III,98,Academic Program,"Fabien Eyal, MD"
1315,UT Health Tyler,1000 S Beckham Ave,"Tyler, TX 75701",II,9,Private Practice,"Kevin Kathrotia, MD"
1316,Utah Valley Hospital,1034 North 500 West,"Provo, UT 84604",III,55,Employed Group,"Erick Gerday, MD"
1317,UW Medical Center,1959 NE Pacific St,"Seattle, WA 98195",IV,42,Academic Program,"ThomasStrandjord, MD"
1318,Vail Valley Medical Center,181 W Meadow Dr,"Vail, CO 81657",II,8,,
1319,Valley Baptist Medical Center – Harlingen,2101 Pease St,"Harlingen, TX 78550",III,40,,
1320,Valley Baptist Medical Center – Brownsville,1040 W Jefferson St,"Brownsville, TX 78520",III,34,,
1321,Valley Children’s Hospital,9300 Valley Children's Pl,"Madera, CA 93636",IV,88,Network Medical Group,"Jeffrey Pietz, MD"
1322,Valley Medical Center,400 S 43rd St,"Renton, WA  98055",III,29,Academic Program,"Christina Long, MD"
1323,Valley Presbyterian Hospital,15107 Vanowen St,"Van Nuys, CA 91405",III,32,Private Practice,"Sukshma Sreepathi, MD"
1324,Valley Regional Medical Center,100 A E Alton Gloor Blvd,"Brownsville, TX 78526",III,18,,
1325,Valley View Medical Center – Cedar City,1303 N Main St,"Cedar City, UT 84721",II,4,,
1326,ValleyCare Hospital,5555 W. Las Positas Blvd,"Pleasanton, CA 94588",II,10,,
1327,Vanderbilt Children’s,1211 Medical Center Dr,"Nashville, TN 37212",IV,98,Academic Program,"Susan H. Guttentag, MD"
1328,Vanderbilt Tullahoma-Harton Hospital,1801 N Jackson St.,"Tullahoma, TN 37388",II,,Private Practice,"Hadeer, Karmo, MD"
1329,Vassar Brothers Medical Center,45 Reade Pl,"Poughkeepsie, NY 12601",III,15,Private Practice,Open Position
1330,Ventura County Medical Center,300 Hillmont Ave,"Ventura, CA 93003",III,30,Private Practice,"Siamak Safar, MD"
1331,Victor Valley Global Medical Center,15248 Eleventh St,"Victorville, CA 92395",II,2,Private Practice,
1332,Vidant Medical Center,2100 Stantonsburg Road,"Greenville, NC 27834",IV,71,Academic Program,"Ryan Moore, MD"
1333,Virginia Baptist Hospital,3300 Rivermont Ave,"Lynchburg, VA 24503",III,13,Private Practice,"Barron Taylor, MD"
1334,Virginia Hospital Center,1701 N George Mason Dr,"Arlington, VA 22205",III,28,Academic Program,"Brian Stone, MD"
1335,Virginia Mason Memorial,2811 Tieton Dr,"Yakima, WA 98902",III,15,Private Practice,"Raissa Fobi, MD"
1336,Virtua Memorial Hospital,175 Madison Ave,"Mt Holly, NJ 08060",II,12,Academic Program,"Paresh Pandit, MD"
1337,Virtua Voorhees Hospital,100 Bowman Drive,"Voorhees, NJ 08043",III,46,Academic Program,"Paresh Pandit, MD"
1338,Wadley Regional Medical Center,1000 Pine St,"Texarkana, TX 75501",II,,,
1339,WakeMed Cary Hospital,1900 Kildaire Farm Rd,"Cary, NC 27518",III,6,Hospital Employed,"James Perciaccante, MD"
1340,WakeMed North Hospital,10000 Falls of Neuse Rd,"Raleigh, NC 27614",II,,Hospital Employed,"James Perciaccante, MD"
1341,WakeMed Raleigh Campus,3000 New Bern Ave,"Raleigh, NC 27610",IV,48,Hospital Employed,"James Perciaccante, MD"
1342,Walnut Creek Medical Center,1601 Ygnacio Valley,"Walnut Creek, CA 94598",III,35,Private Practice,"Kristin Hubert, MD"
1343,Walter Reed National Military Medical Center,"8901 Rockville Pike,","Bethesda, MD 20889",III,26,Academic Program,"Agnes Sierocka, LTC, MC, USA"
1344,Washington Adventist Hospital,7600 Carroll Avenue,"Takoma Park, MD 20912",II,,Private Practice,
1345,Washington Hospital,2000 Mowry Ave,"Fremont, CA 94538",II,9,,
1346,Washington Hospital Center,"110 Irving St NW,","Washington, DC 20010",III,39,Employed Group,"Zacharia Cherian, MD"
1347,Washington Regional Medical Center,3215 N Northhills Blvd,"Fayetteville, AR 72703",III,34,Employed Group,"Marla Lightburn, MD"
1348,Waterbury Hospital,64 Robbins St,"Waterbury, CT 06708",III,14,Academic Program,
1349,Watsonville Community Hospital,75 Nielson St,"Watsonville, CA 95076",II,10,Academic Program,"Edward McNamara, MD"
1350,Wayne Memorial Hospital,601 Park St,"Honesdale, PA 18431",II,,Private Practice,
1351,Wayne UNC Health Care,2700 Wayne Memorial Dr,"Goldsboro, NC 27534",II,,,
1352,Wellington Regional Medical Center,10101 Forest Hill Blvd,"Wellington, FL 33414",III,25,Private Practice,Open Position
1353,Wellspan York Hospital,"1001 S George St,","York, PA 17403",III,44,Employed Group,
1354,WellStar Cobb Hospital,3950 Austell Rd SW,"Austell, GA 30106",III,20,Private Practice,
1355,Wellstar Douglas Hospital,8954 Hospital Dr,"Douglasville, GA 30134",II,4,Private Practice,
1356,Wellstar Kennestone Hospital,677 Church St,"Marietta, GA 30060",III,24,Private Practice,
1357,Wellstar North Fulton Hospital,3000 Hospital Boulevard,"Roswell, GA 30076",III,,,
1358,Wellstar West Georgia Medical Center,1514 Vernon Rd,"LaGrange, GA 30240",II,,,
1359,Wentworth-Douglass Hospital,789 Central Ave,"Dover, NH 03820",II,,Academic Program,"Serguei Roumiantsev, MD"
1360,Wesley Medical Center,550 N Hillside St,"Wichita, KS 67214, USA",III,24,Academic Program,"Barry Bloom, MD"
1361,West Boca Medical Center,21644 Florida 7,"Boca Raton, FL 33428",III,34,Private Practice,
1362,West Hills Hospital and Medical Center,7300 Medical Center Dr,"West Hills, CA 91307",II,11,,
1363,West Penn Hospital,4800 Friendship Avenue,"Pittsburgh, PA, 15224",III,63,Network Medical Group,"Sanjay Mitra, MD"
1364,West Suburban Medical Center,3 Erie Court,"Oak Park, IL 60302",II,,Academic Program,
1365,Westchester Medical Center,100 Woods Rd,"Rd, Valhalla, NY 10595",IV,49,Academic Program,"Edmund Lagamma, MD"
1366,Western Maryland Regional Medical Center,"12500 Willowbrook Rd,","Cumberland, MD 21502",II,8,Private Practice,
1367,Western Plains Medical Complex,3001 Avenue A,"Dodge City, KS 67801",II,,,
1368,Wheeling Hospital,1 Medical Park,"Wheeling, WV 26003",II,,Academic Program,"Mark Polak, MD"
1369,White Memorial Medical Center,1720 East Cesar E. Chavez Ave,"Los Angeles, CA 90033",III,28,,
1370,White Plains Hospital,"41 E Post Rd, White Plains, NY 10601","White Plains, NY 10601",III,15,,"Jesus Jaile-Marti, MD"
1371,White River Medical Center,1710 Harrison Street,"Batesville, AR 72501",II,4,,
1372,William P Clements University Hospital,6201 Harry Hines Blvd,"Dallas, TX 75235",III,30,Academic Program,Becky Ennis
1373,Williamson Medical Center,4321 Carothers Pkwy,"Franklin, TN 37067",II,5,Private Practice,"Muhammed Ismail, MD"
1374,Willis-Knighton South Hospital,2510 W Bert Kouns Industrial Loop,"Shreveport, LA 71118",III,50,Private Practice,
1375,Willow Creek Women’s Hospital,4301 Greathouse Springs Rd,"Johnson, AR 72741",III,24,Network Medical Group,
1376,Winchester Hospital,41 Highland Avenue,"Winchester, MA, USA",II,16,Employed Group,"Karen McAlmon, MD"
1377,Winchester Medical Center,1840 Amherst Street,"Winchester, VA 22604",III,30,Private Practice,"Teresa Clawson, MD"
1378,Winnie Palmer Hospital,83 W Miller St,"Orlando, FL 32806",III,44,Private Practice,"Jose Perez, MD"
1379,Winter Haven Women’s Hospital,101 Ave O SE,"Winter Haven, FL 33880",II,,Private Practice,
1380,Wise Health System – Decatur,609 Medical Center Dr,"Decatur, TX 76234",II,,,
1381,Womack Army Medical Center,2817 Reilly Rd,"Fort Bragg, NC 28310",III,12,,
1382,Women & Babies Hospital,690 Good Dr,"Lancaster, PA 17601",III,29,Academic Program,"Joel Secrest, MD"
1383,Women & Infants Hospital,101 Dudley St,"Providence, RI 02905",III,80,Academic Program,"Abbot Laptook, MD"
1384,Women’s and Children’s Hospital,404 N Keene St,"Columbia, MO 65201",III,48,Academic Program,"John Pardalos, MD"
1385,Women’s Hospital,100 Woman's Way,"Baton Rouge, LA 70817",III,84,Private Practice,"Steven Spedale, MD"
1386,Woodhull Medical & Mental Health Center,760 Broadway,"Brooklyn, NY 11206",III,10,Academic Program,John Casey. MD
1387,Woodland Heights Medical Center,505 S John Redditt Dr,"Lufkin, TX 75904",II,15,Private Practice,
1388,Wooster Community Hospital,1761 Beall Ave,"Wooster, OH 44691",II,,Private Practice,
1389,WVU Medicine Children’s Hospital,"1 Medical Center Dr,","Morgantown, WV 26506",IV,39,Academic Program,"Mark Polak, MD"
1390,Wyckoff Heights Medical Center,374 Stockholm St,"Brooklyn, NY 11237",III,15,Academic Program,"Sanjivan Patel, MD"
1391,Wyoming Medical Center,1233 E 2nd St,"Casper, WY 82601",II,7,,
1392,Yale New Haven Children’s Hospital,1 Park St,"New Haven, CT 06504",IV,68,Academic Program,"Yeisid Gozzo, MD"
1393,Yampa Valley Medical Center,1024 Central Park Drive,"Steamboat Springs, CO 80487",II,5,Academic Program,"Jeanne Zenge, MD"
1394,Yavapai Regional Medical Center,7700 Florentine Rd,"Prescott Valley, AZ 86314, USA",II,4,Private Practice,"Ashwin Ramachandrappa, MD"
1395,Yuma Regional Medical Center,2400 S Avenue A,"Yuma, AZ 85364",II,20,Private Practice,"Pete Stevenson, MD"
1396,Zuckerberg San Francisco General Hospital,1001 Potrero Ave,"San Francisco, CA 94110",III,25,,
