nicu,name,full_address,addr,city_state_zip,level,beds,type,contact,latitude,longitude
479,Houston Methodist West Hospital,"18500 Katy Fwy Houston, TX 77094",18500 Katy Fwy,"Houston, TX 77094",III,20,NA,NA,NA,NA
480,Houston Methodist Willowbrook Hospital,"18220 TX-249 Houston, TX 77070",18220 TX-249,"Houston, TX 77070",III,NA,Academic Program,"Athis Arunachalam, MD",NA,NA
481,Houston Northwest Medical Center,"710 Cypress Creek Parkway Houston, TX 77090",710 Cypress Creek Parkway,"Houston, TX 77090",III,12,Private Practice,"Craig Steiner, MD",NA,NA
482,Howard County General Hospital,"5755 Charter Dr, Columbia, MD 21044","5755 Charter Dr,","Columbia, MD 21044",III,18,Academic Program,NA,NA,NA
483,Howard University Hospital,"2041 Georgia Ave NW Washington, DC 20060",2041 Georgia Ave NW,"Washington, DC 20060",III,9,Academic Program,"Michal Young, MD",38.91790005900003,-77.02188938899997
484,HSHS St. Anthony’s Memorial Hospital,"503 N Maple St Effingham, IL 62401",503 N Maple St,"Effingham, IL 62401",II,NA,Academic Program,NA,39.125817538000035,-88.54924491099996
485,HSHS St. John’s Hospital,"800 E Carpenter St Springfield, IL 62769",800 E Carpenter St,"Springfield, IL 62769",III,40,Academic Program,"Beau Batton, MD",39.80728294800008,-89.64557095799995
486,HSHS St. Joseph’s Hospital,"9515 Holy Cross Ln Breese, IL 62230",9515 Holy Cross Ln,"Breese, IL 62230",II,NA,NA,NA,38.625285543000075,-89.52617153199998
487,HSHS St. Mary’s Hospital,"1800 E Lake Shore Dr Decatur, IL 62521",1800 E Lake Shore Dr,"Decatur, IL 62521",II,NA,Private Practice,"Mayra Arzon, MD",39.826328294000064,-88.93338035499994
488,HSHS St. Vincent Hospital,"835 S Van Buren St Green Bay, WI 54301",835 S Van Buren St,"Green Bay, WI 54301",III,25,Private Practice,NA,44.50147274400007,-88.01285732799994
489,Hunt Regional Medical Center,"4215 Joe Ramsey Blvd E Greenville, TX 75401",4215 Joe Ramsey Blvd E,"Greenville, TX 75401",III,12,Private Practice,"Asif Khattak, MD",33.12329950800006,-96.12287328199994
490,Huntington Hospital,"270 Park Ave Huntington, NY 11743",270 Park Ave,"Huntington, NY 11743",II,9,Academic Program,"Shahnaz Orner, MD",40.87994971900008,-73.41752923099995
491,Huntington Memorial Hospital,"100 W California Blvd Pasadena, CA 91105",100 W California Blvd,"Pasadena, CA 91105",III,52,Private Practice,"Jamie Powers, MD",34.13576067400004,-118.15400977699994
492,Huntsville Hospital,"101 Sivley Rd SW Huntsville, AL 35801",101 Sivley Rd SW,"Huntsville, AL 35801",III,55,Private Practice,"Meyer Dworsky, MD",NA,NA
493,Hurley Medical Center,"1 Hurley Plaza Flint, MI 48503",1 Hurley Plaza,"Flint, MI 48503",III,44,Private Practice,NA,43.02141044500007,-83.70443999299994
494,Huron Valley-Sinai Hospital,"1 William Carls Dr Commerce Charter Twp, MI 48382",1 William Carls Dr,"Commerce Charter Twp, MI 48382",II,6,Academic Program,NA,42.591475667000054,-83.49747751299998
495,Hutzel Women’s Hospital,"3990 John R St Detroit, MI 48201",3990 John R St,"Detroit, MI 48201",III,36,Academic Program,"Girija Natarajan, MD",42.350710409000044,-83.05750578299995
496,Ingalls Memorial Hospital,"1 Ingalls Dr. Harvey, IL 60426",1 Ingalls Dr.,"Harvey, IL 60426",II,NA,Academic Program,NA,41.60633494000007,-87.65947178399995
497,Inova Alexandria Hospital,"4320 Seminary Rd Alexandria, VA 22304",4320 Seminary Rd,"Alexandria, VA 22304",III,16,Private Practice,"Lisa Goldberg, DO",38.82412353400008,-77.10446309699995
498,Inova Children’s Hospital,"3300 Gallows Rd Falls Church, VA 22042",3300 Gallows Rd,"Falls Church, VA 22042",IV,108,Private Practice,"Alex Kline, MD",38.85685244600006,-77.22545242299998
499,Inova Fair Oaks Hospital,"3600 Joseph Siewick Dr Fairfax, VA 22033",3600 Joseph Siewick Dr,"Fairfax, VA 22033",III,19,Private Practice,"Alan Silk, MD",38.884819718000074,-77.37883821799994
500,Inova Loudoun Hospital,"44045 Riverside Pkwy Leesburg, VA 20176",44045 Riverside Pkwy,"Leesburg, VA 20176",III,12,Private Practice,"David Goodwin, MD",39.07710235800005,-77.47814103399998
501,Inspira Medical Center Mullica Hill,"155 Bridgeton Pike, Mullica Hill, NJ 08062","155 Bridgeton Pike,","Mullica Hill, NJ 08062",II,6,Employed Group,"Muhammad Anwar, MD",39.723863247000054,-75.22070765299998
502,Inspira Medical Center Vineland,"1505 W Sherman Ave, Vineland, NJ 08360","1505 W Sherman Ave,","Vineland, NJ 08360",III,20,Hospital Employed,"Muhammad Anwar, MD",39.447367186000065,-75.05593004999997
503,Inspira Medical Center Woodbury,"509 N Broad St, Woodbury, NJ 08096","509 N Broad St,","Woodbury, NJ 08096",II,6,Employed Group,"Muhammad Anwar, MD",39.843470627000045,-75.14913773899997
504,Integris Baptist Medical Center,"3300 Northwest Expy Oklahoma City, OK 73112",3300 Northwest Expy,"Oklahoma City, OK 73112",III,40,Private Practice,"Edward Co, MD",NA,NA
505,Integris Bass Baptist Medical Center,"600 S Monroe St. Enid, OK 73701",600 S Monroe St.,"Enid, OK 73701",II,NA,Hospital Employed,NA,36.390847706000045,-97.88648937399995
506,Integris Health Candian Valley Hospital,"1201 Health Center Pkwy Yukon, OK 73099",1201 Health Center Pkwy,"Yukon, OK 73099",II,NA,Private Practice,NA,35.48405625500004,-97.76517248099998
507,Integris Health Edmond,"4801 Integris Parkway Edmond, OK 73034",4801 Integris Parkway,"Edmond, OK 73034",II,NA,Private Practice,NA,NA,NA
508,Intermountain Medical Center,"5121 South Cottonwood St Murray, UT 84107",5121 South Cottonwood St,"Murray, UT 84107",III,48,Academic Program,"Peter Grubb, MD",40.659512531000075,-111.89402580299998
509,IU Health Arnett Hospital,"5165 McCarty Ln Lafayette, IN 47905",5165 McCarty Ln,"Lafayette, IN 47905",III,12,Academic Program,"Abhey Singhal, MD",NA,NA
510,IU Health Bloomington,"601 W 2nd St Bloomington, IN 47403",601 W 2nd St,"Bloomington, IN 47403",III,15,Private Practice,NA,39.16139701000003,-86.53983546999996
511,IU Health Methodist Hospital,"1701 N Senate Blvd Indianapolis, IN 46202",1701 N Senate Blvd,"Indianapolis, IN 46202",III,38,Academic Program,"Izlin Lien, MD",39.78866384400004,-86.16569230599998
512,Jackson Hospital,"1725 Pine St Montgomery, AL 36106",1725 Pine St,"Montgomery, AL 36106",II,NA,Private Practice,"Meyer Dworsky, MD",32.36656568800004,-86.28513725899995
513,Jackson Memorial Hospital,"1611 NW 12th Avenue Miami, FL 33136",1611 NW 12th Avenue,"Miami, FL 33136",IV,126,Academic Program,"Shahnaz Duara, MD",NA,NA
514,Jackson North Medical Center,"160 Northwest 170th Street North Miami Beach, FL 33169",160 Northwest 170th Street,"North Miami Beach, FL 33169",II,10,Academic Program,"Ilene R.S. Sosenko, MD",25.930785207000042,-80.20163294199995
515,Jackson-Madison County General Hospital,"620 Skyline Drive Jackson, TN 38301",620 Skyline Drive,"Jackson, TN 38301",III,34,Academic Program,"Josefina Go, MD",35.63953686900004,-88.83267050199998
516,Jacobi Medical Center,"1400 Pelham Pkwy S, Bronx, NY 10461","1400 Pelham Pkwy S,","Bronx, NY 10461",III,25,Academic Program,"Beth Ann Nagourney, MD",NA,NA
517,Jamaica Hospital Medical Center,"8900 Van Wyck Expy Richmond Hill, NY 11418",8900 Van Wyck Expy,"Richmond Hill, NY 11418",III,19,Academic Program,"Ajey Jain, MD",NA,NA
518,Jeff Gordon Children’s Hospital,"920 Church St N Concord, NC 28025",920 Church St N,"Concord, NC 28025",IV,20,Hospital Employed,"Robert Silver, MD",35.43450102800006,-80.60317149399998
519,Jefferson Hospital,"565 Coal Valley Road Jefferson Hills, PA 15025",565 Coal Valley Road,"Jefferson Hills, PA 15025",II,NA,Network Medical Group,NA,NA,NA
520,Jefferson Regional Medical Center,"1600 W 40th Ave Pine Bluff, AR 71603",1600 W 40th Ave,"Pine Bluff, AR 71603",II,NA,NA,NA,34.189075314000036,-92.01817236199997
521,Jefferson Washington Township Hospital,"435 Hurffville - Cross Keys Rd Washington Township, Sewell, NJ 08080",435 Hurffville - Cross Keys Rd,"Washington Township, Sewell, NJ 08080",III,14,Private Practice,NA,39.73352572600004,-75.06463727599998
522,Jennie Stewart Medical Center,"320 W 18th St Hopkinsville, KY 42240",320 W 18th St,"Hopkinsville, KY 42240",III,6,Private Practice,"Alex Soriano, MD",36.86036754300005,-87.49553659699995
523,Jersey City Medical Center,"355 Grand St, Jersey City, NJ 07302","355 Grand St,","Jersey City, NJ 07302",III,41,Employed Group,"Ameth Aguirre, MD",40.71678788600008,-74.05097726899999
524,Jersey Shore University Medical Center,"1945 NJ-33, Neptune City, NJ 07753","1945 NJ-33,","Neptune City, NJ 07753",III,34,Academic Program,"Sergio Golombek, MD",40.20803823400007,-74.03675437799996
525,JFK Medical Center,"5301 S Congress Ave Atlantis, FL 33462",5301 S Congress Ave,"Atlantis, FL 33462",II,NA,Private Practice,NA,26.600264367000023,-80.08979409699998
526,JFK Medical Center,"65 James St, Edison, NJ 08820","65 James St,","Edison, NJ 08820",II,6,Private Practice,"Brittany Reid, MD",40.55761435200003,-74.35352372899996
527,Joe Dimaggio Children’s Hospital,"1005 Joe DiMaggio Dr Hollywood, FL 33021",1005 Joe DiMaggio Dr,"Hollywood, FL 33021",III,84,Private Practice,NA,NA,NA
528,John Peter Smith Hospital,"1500 S Main St Fort Worth, TX 76104",1500 S Main St,"Fort Worth, TX 76104",III,45,Employed Group,NA,32.728059759000075,-97.32640862699998
529,Johns Hopkins All Children’s Hospital,"501 6th Ave S St. Petersburg, FL 33701",501 6th Ave S,"St. Petersburg, FL 33701",IV,97,Academic Program,"Sandra Brooks,  M.D.",NA,NA
530,Johns Hopkins Bayview Medical Center,"4940 Eastern Ave, Baltimore, MD 21224","4940 Eastern Ave,","Baltimore, MD 21224",III,25,Academic Program,"Maureen Gilmore, MD",39.28714990200007,-76.55469398599996
531,Johns Hopkins Hospital,"1800 Orleans St, Baltimore, MD 21287","1800 Orleans St,","Baltimore, MD 21287",IV,45,Academic Program,"Susan Aucott, MD",39.29527759300004,-76.59097214599996
532,Johnson City Medical Center,"400 N State of Franklin Rd Johnson City, TN 37604",400 N State of Franklin Rd,"Johnson City, TN 37604",III,39,Academic Program,Dr. Dawn Tuell,36.308666165000034,-82.38652773299998
533,Johnston Willis Hospital,"1401 Johnston-Willis Dr Richmond, VA 23235",1401 Johnston-Willis Dr,"Richmond, VA 23235",III,20,Private Practice,"Sandy Tarant, MD",NA,NA
534,Jordan Valley Medical Center,"3580 W 9000 South West Jordan, UT 84088",3580 W 9000 South,"West Jordan, UT 84088",III,11,Private Practice,"Cameron Swinton, MD",40.587832192000064,-111.97678090199997
535,Jordan Valley West Campus,"3460 Pioneer Pkwy West Valley City, UT 84120",3460 Pioneer Pkwy,"West Valley City, UT 84120",II,4,Private Practice,"Cameron Swinton, MD",40.69868264200005,-111.99034262999999
536,Jupiter Medical Center,"1210 S Old Dixie Hwy Jupiter, FL 33458",1210 S Old Dixie Hwy,"Jupiter, FL 33458",II,16,Private Practice,NA,26.924182366000025,-80.09448253399995
537,Kadlec Regional Medical Center,"888 Swift Blvd Richland, WA 99352",888 Swift Blvd,"Richland, WA 99352",III,27,NA,"Eric Mosqueda, MD",46.28043420700004,-119.28262622899996
538,Kaiser  Modesto Medical Center,"4601 Dale Rd Modesto, CA 95356",4601 Dale Rd,"Modesto, CA 95356",III,24,HMO Position,NA,37.70598854900004,-121.05008328499997
539,Kaiser  Santa Clara Medical Center,"700 Lawrence Expy Santa Clara, CA 95051",700 Lawrence Expy,"Santa Clara, CA 95051",III,26,NA,NA,NA,NA
540,Kaiser Anaheim Medical Center,"3440 E La Palma Ave Anaheim, CA 92806",3440 E La Palma Ave,"Anaheim, CA 92806",III,14,NA,NA,33.85399423000007,-117.84593263999994
541,Kaiser Baldwin Park Medical Center,"1011 Baldwin Park Blvd Baldwin Park, CA 91706",1011 Baldwin Park Blvd,"Baldwin Park, CA 91706",III,NA,HMO Position,NA,34.06349862800005,-117.98574964599999
542,Kaiser Downey Medical Center,"9333 Imperial Hwy Downey, CA 90242",9333 Imperial Hwy,"Downey, CA 90242",III,49,NA,NA,33.917060555000035,-118.12906680699996
543,Kaiser Fontana Medical Center,"9961 Sierra Ave Fontana, CA 92335",9961 Sierra Ave,"Fontana, CA 92335",III,36,NA,NA,34.07246993000007,-117.43566033199994
544,Kaiser Fresno Medical Center,"7300 N Fresno St Fresno, CA 93720",7300 N Fresno St,"Fresno, CA 93720",II,NA,NA,NA,36.84104209100008,-119.78233860799998
545,Kaiser Los Angeles Medical Center,"4867 Sunset Blvd Los Angeles, CA 90027",4867 Sunset Blvd,"Los Angeles, CA 90027",III,12,NA,NA,34.09815208600003,-118.29432075899996
546,Kaiser Oakland Medical Center,"3600 Broadway Oakland, CA 94611",3600 Broadway,"Oakland, CA 94611",III,24,HMO Position,NA,37.82338164600003,-122.25925304699996
547,Kaiser Orange County – Irvine Medical Center,"6640 Alton Pkwy Irvine, CA 92618",6640 Alton Pkwy,"Irvine, CA 92618",II,6,HMO Position,NA,33.65912055900003,-117.77377520899995
548,Kaiser Panorama City Medical Center,"13651 Willard St Panorama City, CA 91402",13651 Willard St,"Panorama City, CA 91402",III,24,NA,NA,NA,NA
549,Kaiser Permanente Sunnyside Hospital,"10180 SE Sunnyside Rd Clackamas, OR 97015",10180 SE Sunnyside Rd,"Clackamas, OR 97015",III,20,HMO Position,"Hillary Nicholson , MD",NA,NA
550,Kaiser Pernamante Moanahua Medical Center,"3288 Moanalua Rd. Honolulu, HI 96819",3288 Moanalua Rd.,"Honolulu, HI 96819",III,24,HMO Position,"Lois Chiu, MD",21.362542828000073,-157.90111279799996
551,Kaiser Riverside Medical Center,"10800 Magnolia Ave Riverside, CA 92505",10800 Magnolia Ave,"Riverside, CA 92505",III,15,HMO Position,NA,33.90689815500008,-117.47021734299994
552,Kaiser Roseville Medical Center,"1600 Eureka Rd Roseville, CA 95661",1600 Eureka Rd,"Roseville, CA 95661",III,48,HMO Position,NA,38.74825161700005,-121.24762441599995
553,Kaiser Saint Joseph Hospital,"1375 E 19th Ave Denver, CO 80218",1375 E 19th Ave,"Denver, CO 80218",III,42,HMO Position,"Ann Ryan, MD",NA,NA
554,Kaiser San Diego Medical Center,"9455 Clairemont Mesa Blvd San Diego, CA 92123",9455 Clairemont Mesa Blvd,"San Diego, CA 92123",III,30,NA,NA,32.83150682100006,-117.12432911899998
555,Kaiser San Francisco Medical Center,"2425 Geary Blvd San Francisco, CA 94115",2425 Geary Blvd,"San Francisco, CA 94115",III,22,HMO Position,NA,37.78274729300006,-122.44323858199999
556,Kaiser San Leandro Medical Center,"2500 Merced Street San Leandro, CA 94577",2500 Merced Street,"San Leandro, CA 94577",III,20,HMO Position,NA,37.705546050000066,-122.16874421699998
557,Kaiser South Bay Medical Center,"25825 S Vermont Ave Los Angeles, CA 90710",25825 S Vermont Ave,"Los Angeles, CA 90710",II,NA,NA,NA,33.78897584200007,-118.293968614
558,Kaiser South Sacramento Medical Center,"6600 Bruceville Rd Sacramento, CA 95823",6600 Bruceville Rd,"Sacramento, CA 95823",II,NA,NA,NA,38.47153280400005,-121.42407109999999
559,Kaiser Valley View Hospital,"1906 Blake Avenue Glenwood Springs, CO 81601",1906 Blake Avenue,"Glenwood Springs, CO 81601",II,5,NA,NA,39.532773303000056,-107.32275916999998
560,Kaiser Walnut Creek Medical Center,"1425 S Main St Walnut Creek, CA 94596",1425 S Main St,"Walnut Creek, CA 94596",III,27,NA,NA,37.892480843000044,-122.05816069299999
561,Kaiser West Los Angeles Medical Center,"6041 Cadillac Ave Los Angeles, CA 90034",6041 Cadillac Ave,"Los Angeles, CA 90034",III,12,HMO Position,NA,34.03779343300005,-118.37554014599999
562,Kaiser Woodland Hills Medical Center,"5601 De Soto Ave Woodland Hills, CA 91367",5601 De Soto Ave,"Woodland Hills, CA 91367",II,18,NA,NA,34.17087810800007,-118.58818098199998
563,Kalispell Regional Medical Center,310 Sunnyview Lane Kalispell MT 59901,310 Sunnyview Lane,Kalispell MT 59901,III,12,Hospital Employed,"Kristin Veneman, MD",48.21506970900003,-114.32557444199995
564,Kapi’olani Medical Center,"1319 Punahou St. Honolulu, HI  96814",1319 Punahou St.,"Honolulu, HI  96814",III,70,Academic Program,"Charles Neal, Jr., MD",21.29990691000006,-157.83454441299997
565,Kaweah Delta Medical Center,"400 W Mineral King Ave Visalia, CA 93291",400 W Mineral King Ave,"Visalia, CA 93291",III,15,Network Medical Group,NA,36.327419923000036,-119.29457003799996
566,Kendall Regional Medical Center,"11750 SW 40th St Miami, FL 33175",11750 SW 40th St,"Miami, FL 33175",III,13,Private Practice,"Bernardo Pimentel, MD",25.73200446800007,-80.38632017399993
567,Kent Hospital,"455 Toll Gate Rd Warwick, RI 02886",455 Toll Gate Rd,"Warwick, RI 02886",II,12,Academic Program,"Nicholas Guerina, MD",41.70460645300005,-71.47817678299998
568,Kern Medical Center,"1700 Mt Vernon Ave Bakersfield, CA 93306",1700 Mt Vernon Ave,"Bakersfield, CA 93306",II,28,NA,NA,35.38111137400006,-118.96744054599998
569,Kettering Hospital,"3535 Southern Blvd Dayton, OH 45429",3535 Southern Blvd,"Dayton, OH 45429",III,50,Academic Program,"Jerod Rone, MD",39.69842370300006,-84.19049670299995
570,King’s Daughters Medical Center,"2201 Lexington Ave Ashland, KY 41101",2201 Lexington Ave,"Ashland, KY 41101",III,13,NA,NA,38.47031769400007,-82.63584494099996
571,Kings County Hospital Center,"451 Clarkson Ave Brooklyn, NY 11203",451 Clarkson Ave,"Brooklyn, NY 11203",III,31,Academic Program,"Ivan L. Hand, MD",40.655721880000044,-73.94522155099997
572,Knapp Medical Center,"1401 E 8th St Weslaco, TX 78596",1401 E 8th St,"Weslaco, TX 78596",II,NA,Private Practice,NA,26.15202210900003,-97.97845917999996
573,Kootenai Medical Center,"2003 Kootenai Health Way Coeur d'Alene, ID 83814",2003 Kootenai Health Way,"Coeur d'Alene, ID 83814",III,12,Hospital Employed,"Brook Lang, MD",NA,NA
574,LAC + USC Medical Center,"2051 Marengo St Los Angeles, CA 90033",2051 Marengo St,"Los Angeles, CA 90033",III,40,Academic Program,"Rangasamy Ramanathan, MD",34.05657954900005,-118.20728387099996
575,Lafeyette General Medical Center,"1214 Coolidge St Lafayette, LA 70503",1214 Coolidge St,"Lafayette, LA 70503",III,31,NA,NA,30.202652509000075,-92.01837769999997
576,Lake Area Medical Center,"4200 Nelson Rd Lake Charles, LA 70605",4200 Nelson Rd,"Lake Charles, LA 70605",III,22,Private Practice,"Juan Bossano, MD",30.180684677000045,-93.24931135199995
577,Lake Charles Memorial Hospital,"1701 Oak Park Blvd Lake Charles, LA 70601",1701 Oak Park Blvd,"Lake Charles, LA 70601",III,23,Private Practice,"Snehai Doshi, MD",NA,NA
578,Lake Norma Regional Medical Center,"171 Fairview Rd Mooresville, NC 28117",171 Fairview Rd,"Mooresville, NC 28117",II,8,Hospital Employed,"Laura Reniker, MD",NA,NA
579,Lakeland Regional Medical Center,"1324 Lakeland Hills Blvd Lakeland, FL 33805",1324 Lakeland Hills Blvd,"Lakeland, FL 33805",III,30,Private Practice,"Mark Preziosi, MD",28.06125940800007,-81.95325268199997
580,Lakeside Women’s Hospital,"11200 N. Portland Ave Oklahoma City, OK 73120",11200 N. Portland Ave,"Oklahoma City, OK 73120",II,NA,Private Practice,NA,35.583826878000025,-97.58503173199995
581,Lakeview Hospital,"630 Medical Dr Bountiful, UT 84010",630 Medical Dr,"Bountiful, UT 84010",II,5,Private Practice,"Shannon Jenkins, MD",40.886954684000045,-111.86892536799996
582,Lakeview Hospital,"927 Churchill St Stillwater, MN 55082",927 Churchill St,"Stillwater, MN 55082",II,NA,Hospital Employed,"Andrea Lampland, MD",45.048148092000076,-92.81854844199995
583,Lakeview Regional Medical Center,"95 Judge Tanner Blvd Covington, LA 70433",95 Judge Tanner Blvd,"Covington, LA 70433",III,11,Academic Program,"Jay Goldsmith, MD",NA,NA
584,Lankenau Medical Center,"100 E Lancaster Ave Wynnewood, PA 19096",100 E Lancaster Ave,"Wynnewood, PA 19096",III,21,Network Medical Group,NA,NA,NA
